T1,T2,RH,time
20.87,12.33,35.46,'2021/12/8 21:41:49
20.83,12.33,35.2,'2021/12/8 21:41:50
20.85,12.36,35.14,'2021/12/8 21:41:51
20.87,12.33,35.1,'2021/12/8 21:41:52
20.83,12.33,34.76,'2021/12/8 21:41:53
20.83,12.36,35.29,'2021/12/8 21:41:59
20.83,12.34,34.99,'2021/12/8 21:41:59
20.83,12.33,34.98,'2021/12/8 21:41:59
20.87,12.3,34.91,'2021/12/8 21:41:59
20.83,12.33,35.29,'2021/12/8 21:42:00
20.87,12.33,35.15,'2021/12/8 21:42:00
20.87,12.33,35.06,'2021/12/8 21:42:00
20.87,12.36,35.02,'2021/12/8 21:42:01
20.87,12.36,35.07,'2021/12/8 21:42:02
20.87,12.33,35.29,'2021/12/8 21:42:03
20.83,12.33,35.07,'2021/12/8 21:42:04
20.86,12.33,35.08,'2021/12/8 21:42:05
20.83,12.35,35.29,'2021/12/8 21:42:06
20.87,12.36,35.07,'2021/12/8 21:42:07
20.86,12.33,35.07,'2021/12/8 21:42:08
20.83,12.36,35.25,'2021/12/8 21:42:09
20.83,12.36,35.29,'2021/12/8 21:42:10
20.83,12.36,35.29,'2021/12/8 21:42:11
20.83,12.36,34.91,'2021/12/8 21:42:12
20.87,12.33,35.07,'2021/12/8 21:42:13
20.85,12.33,35.07,'2021/12/8 21:42:14
20.83,12.33,35.29,'2021/12/8 21:42:15
20.83,12.33,35.07,'2021/12/8 21:42:16
20.87,12.33,35.45,'2021/12/8 21:42:17
20.83,12.33,35.29,'2021/12/8 21:42:18
20.83,12.36,35.39,'2021/12/8 21:42:19
20.83,12.36,35.24,'2021/12/8 21:42:20
20.83,12.34,34.87,'2021/12/8 21:42:21
20.83,12.33,34.69,'2021/12/8 21:42:22
20.87,12.36,35.29,'2021/12/8 21:42:23
20.83,12.33,35.07,'2021/12/8 21:42:24
20.82,12.36,35.07,'2021/12/8 21:42:25
20.83,12.36,35.44,'2021/12/8 21:42:26
20.83,12.36,35.29,'2021/12/8 21:42:27
20.83,12.33,35.42,'2021/12/8 21:42:28
20.83,12.34,35.07,'2021/12/8 21:42:29
20.83,12.36,35.07,'2021/12/8 21:42:30
20.83,12.33,35.29,'2021/12/8 21:42:31
20.83,12.36,35.07,'2021/12/8 21:42:32
20.81,12.33,35.07,'2021/12/8 21:42:33
20.83,12.36,35.46,'2021/12/8 21:42:34
20.83,12.35,35.29,'2021/12/8 21:42:35
20.83,12.33,35.07,'2021/12/8 21:42:36
20.83,12.36,35.07,'2021/12/8 21:42:37
20.83,12.36,35.29,'2021/12/8 21:42:38
20.83,12.33,35.07,'2021/12/8 21:42:39
20.87,12.33,35.1,'2021/12/8 21:42:40
20.87,12.36,35.07,'2021/12/8 21:42:41
20.83,12.36,35.07,'2021/12/8 21:42:42
20.83,12.33,35.07,'2021/12/8 21:42:48
20.83,12.33,35.22,'2021/12/8 21:42:48
20.83,12.34,35.31,'2021/12/8 21:42:49
20.8,12.33,35.42,'2021/12/8 21:42:49
20.83,12.36,34.85,'2021/12/8 21:42:49
20.85,12.33,35.11,'2021/12/8 21:42:49
20.83,12.36,35.29,'2021/12/8 21:42:49
20.8,12.33,35.14,'2021/12/8 21:42:50
20.83,12.33,35.29,'2021/12/8 21:42:51
20.83,12.3,35.22,'2021/12/8 21:42:57
20.8,12.33,35.29,'2021/12/8 21:42:57
20.83,12.33,35.24,'2021/12/8 21:42:58
20.84,12.34,35.18,'2021/12/8 21:42:58
20.83,12.36,35.01,'2021/12/8 21:42:58
20.8,12.33,35.07,'2021/12/8 21:42:58
20.8,12.33,35.24,'2021/12/8 21:42:59
20.83,12.33,35.02,'2021/12/8 21:42:59
20.8,12.36,34.85,'2021/12/8 21:43:00
20.81,12.33,35.25,'2021/12/8 21:43:01
20.83,12.33,35.07,'2021/12/8 21:43:02
20.83,12.31,35.06,'2021/12/8 21:43:03
20.83,12.36,35.52,'2021/12/8 21:43:04
20.83,12.33,35.1,'2021/12/8 21:43:05
20.8,12.33,34.94,'2021/12/8 21:43:06
20.83,12.34,35.37,'2021/12/8 21:43:07
20.83,12.36,35.29,'2021/12/8 21:43:08
20.8,12.32,35.07,'2021/12/8 21:43:14
20.83,12.33,35.46,'2021/12/8 21:43:15
20.83,12.33,35.24,'2021/12/8 21:43:15
20.8,12.33,35.46,'2021/12/8 21:43:15
20.83,12.33,35.24,'2021/12/8 21:43:15
20.83,12.36,35.24,'2021/12/8 21:43:15
20.83,12.36,35.24,'2021/12/8 21:43:16
20.8,12.33,35.29,'2021/12/8 21:43:16
20.8,12.36,35.33,'2021/12/8 21:43:17
20.8,12.36,35.07,'2021/12/8 21:43:18
20.83,12.33,35.29,'2021/12/8 21:43:19
20.83,12.33,35.11,'2021/12/8 21:43:20
20.83,12.35,35.29,'2021/12/8 21:43:21
20.83,12.36,35.46,'2021/12/8 21:43:22
20.83,12.36,35.53,'2021/12/8 21:43:23
20.83,12.33,35.29,'2021/12/8 21:43:24
20.8,12.36,35.24,'2021/12/8 21:43:25
20.8,12.3,35.16,'2021/12/8 21:43:26
20.76,12.33,35.24,'2021/12/8 21:43:27
20.8,12.33,35.24,'2021/12/8 21:43:28
20.8,12.33,35.24,'2021/12/8 21:43:29
20.8,12.33,35.24,'2021/12/8 21:43:30
20.8,12.33,35.37,'2021/12/8 21:43:32
20.8,12.33,35.35,'2021/12/8 21:43:33
20.8,12.33,35.24,'2021/12/8 21:43:34
20.8,12.33,35.47,'2021/12/8 21:43:35
20.78,12.33,35.48,'2021/12/8 21:43:36
20.81,12.36,35.46,'2021/12/8 21:43:37
20.82,12.33,35.63,'2021/12/8 21:43:38
20.8,12.3,35.24,'2021/12/8 21:43:39
20.83,12.33,35.08,'2021/12/8 21:43:40
20.82,12.36,35.46,'2021/12/8 21:43:41
20.8,12.33,35.24,'2021/12/8 21:43:42
20.83,12.33,35.02,'2021/12/8 21:43:43
20.8,12.32,35.33,'2021/12/8 21:43:44
20.76,12.33,35.24,'2021/12/8 21:43:45
20.77,12.33,35.24,'2021/12/8 21:43:46
20.8,12.33,35.4,'2021/12/8 21:43:47
20.8,12.33,35.24,'2021/12/8 21:43:48
20.77,12.33,35.4,'2021/12/8 21:43:49
20.8,12.33,35.24,'2021/12/8 21:43:50
20.83,12.33,35.24,'2021/12/8 21:43:51
20.8,12.33,35.46,'2021/12/8 21:43:52
20.8,12.33,35.28,'2021/12/8 21:43:53
20.8,12.34,35.36,'2021/12/8 21:43:54
20.83,12.35,35.24,'2021/12/8 21:43:55
20.8,12.3,35.5,'2021/12/8 21:43:56
20.8,12.36,35.4,'2021/12/8 21:44:02
20.8,12.33,35.24,'2021/12/8 21:44:02
20.8,12.33,35.24,'2021/12/8 21:44:02
20.8,12.34,35.34,'2021/12/8 21:44:02
20.8,12.33,35.18,'2021/12/8 21:44:03
20.76,12.33,35.31,'2021/12/8 21:44:03
20.76,12.33,35.24,'2021/12/8 21:44:03
20.76,12.36,35.4,'2021/12/8 21:44:04
20.8,12.36,35.24,'2021/12/8 21:44:05
20.76,12.33,35.24,'2021/12/8 21:44:11
20.8,12.33,35.46,'2021/12/8 21:44:11
20.8,12.33,35.02,'2021/12/8 21:44:11
20.8,12.36,35.3,'2021/12/8 21:44:12
20.8,12.33,35.4,'2021/12/8 21:44:12
20.8,12.33,35.24,'2021/12/8 21:44:12
20.8,12.33,35.39,'2021/12/8 21:44:12
20.8,12.36,35.24,'2021/12/8 21:44:13
20.8,12.36,35.46,'2021/12/8 21:44:14
20.8,12.33,35.46,'2021/12/8 21:44:15
20.8,12.4,35.24,'2021/12/8 21:44:16
20.8,12.3,35.31,'2021/12/8 21:44:17
20.8,12.33,35.31,'2021/12/8 21:44:18
20.82,12.36,35.27,'2021/12/8 21:44:19
20.8,12.36,35.46,'2021/12/8 21:44:20
20.8,12.32,35.24,'2021/12/8 21:44:21
20.8,12.33,35.46,'2021/12/8 21:44:22
20.8,12.35,35.07,'2021/12/8 21:44:23
20.8,12.33,35.46,'2021/12/8 21:44:24
20.8,12.33,35.46,'2021/12/8 21:44:25
20.76,12.35,35.01,'2021/12/8 21:44:26
20.8,12.33,35.02,'2021/12/8 21:44:27
20.8,12.36,35.24,'2021/12/8 21:44:28
20.8,12.33,35.24,'2021/12/8 21:44:29
20.8,12.33,35.46,'2021/12/8 21:44:30
20.8,12.32,35.63,'2021/12/8 21:44:31
20.8,12.33,35.45,'2021/12/8 21:44:32
20.76,12.36,35.46,'2021/12/8 21:44:33
20.8,12.36,35.24,'2021/12/8 21:44:34
20.8,12.33,35.16,'2021/12/8 21:44:35
20.8,12.33,35.29,'2021/12/8 21:44:36
20.76,12.33,35.24,'2021/12/8 21:44:37
20.83,12.33,35.27,'2021/12/8 21:44:38
20.76,12.33,35.27,'2021/12/8 21:44:39
20.8,12.33,35.46,'2021/12/8 21:44:40
20.76,12.33,35.46,'2021/12/8 21:44:41
20.8,12.33,35.46,'2021/12/8 21:44:42
20.8,12.36,35.33,'2021/12/8 21:44:43
20.83,12.36,35.34,'2021/12/8 21:44:44
20.8,12.33,35.02,'2021/12/8 21:44:45
20.8,12.33,35.45,'2021/12/8 21:44:46
20.83,12.36,35.39,'2021/12/8 21:44:47
20.76,12.33,35.4,'2021/12/8 21:44:48
20.8,12.33,35.48,'2021/12/8 21:44:49
20.76,12.33,35.35,'2021/12/8 21:44:50
20.8,12.36,35.24,'2021/12/8 21:44:51
20.8,12.36,35.24,'2021/12/8 21:44:52
20.8,12.33,35.46,'2021/12/8 21:44:53
20.8,12.36,35.24,'2021/12/8 21:44:54
20.76,12.33,35.24,'2021/12/8 21:44:55
20.8,12.33,35.24,'2021/12/8 21:44:56
20.8,12.33,35.24,'2021/12/8 21:44:57
20.8,12.36,35.46,'2021/12/8 21:44:58
20.83,12.36,35.46,'2021/12/8 21:44:59
20.8,12.36,35.46,'2021/12/8 21:45:00
20.8,12.36,35.61,'2021/12/8 21:45:01
20.8,12.36,35.24,'2021/12/8 21:45:02
20.8,12.33,35.46,'2021/12/8 21:45:03
20.8,12.4,35.46,'2021/12/8 21:45:04
20.8,12.36,35.46,'2021/12/8 21:45:05
20.76,12.36,35.31,'2021/12/8 21:45:06
20.8,12.36,35.53,'2021/12/8 21:45:07
20.83,12.33,35.34,'2021/12/8 21:45:08
20.83,12.33,35.24,'2021/12/8 21:45:09
20.8,12.36,35.24,'2021/12/8 21:45:10
20.8,12.36,35.13,'2021/12/8 21:45:11
20.79,12.36,35.46,'2021/12/8 21:45:12
20.83,12.33,35.24,'2021/12/8 21:45:13
20.8,12.36,35.24,'2021/12/8 21:45:15
20.8,12.36,35.46,'2021/12/8 21:45:16
20.8,12.36,35.46,'2021/12/8 21:45:17
20.8,12.36,35.73,'2021/12/8 21:45:18
20.8,12.39,35.5,'2021/12/8 21:45:19
20.76,12.36,35.46,'2021/12/8 21:45:20
20.8,12.36,35.46,'2021/12/8 21:45:21
20.83,12.36,35.18,'2021/12/8 21:45:22
20.8,12.33,35.46,'2021/12/8 21:45:23
20.8,12.36,35.24,'2021/12/8 21:45:24
20.8,12.33,35.56,'2021/12/8 21:45:25
20.8,12.36,35.4,'2021/12/8 21:45:26
20.8,12.34,35.53,'2021/12/8 21:45:27
20.8,12.33,35.4,'2021/12/8 21:45:28
20.8,12.36,35.64,'2021/12/8 21:45:29
20.8,12.36,35.4,'2021/12/8 21:45:30
20.8,12.36,35.13,'2021/12/8 21:45:31
20.8,12.4,35.52,'2021/12/8 21:45:32
20.76,12.36,35.52,'2021/12/8 21:45:33
20.8,12.36,35.46,'2021/12/8 21:45:34
20.82,12.36,35.4,'2021/12/8 21:45:35
20.8,12.36,35.55,'2021/12/8 21:45:36
20.8,12.36,35.63,'2021/12/8 21:45:37
20.8,12.33,35.48,'2021/12/8 21:45:38
20.76,12.36,35.4,'2021/12/8 21:45:39
20.8,12.36,35.4,'2021/12/8 21:45:40
20.76,12.36,35.61,'2021/12/8 21:45:41
20.76,12.4,35.46,'2021/12/8 21:45:42
20.76,12.36,35.85,'2021/12/8 21:45:43
20.76,12.34,35.36,'2021/12/8 21:45:44
20.8,12.33,35.8,'2021/12/8 21:45:50
20.76,12.36,35.63,'2021/12/8 21:45:50
20.76,12.38,35.46,'2021/12/8 21:45:50
20.8,12.39,35.46,'2021/12/8 21:45:51
20.76,12.4,35.52,'2021/12/8 21:45:51
20.76,12.36,35.46,'2021/12/8 21:45:51
20.76,12.34,35.46,'2021/12/8 21:45:51
20.8,12.36,35.46,'2021/12/8 21:45:52
20.8,12.36,35.55,'2021/12/8 21:45:53
20.76,12.36,35.63,'2021/12/8 21:45:54
20.8,12.33,35.63,'2021/12/8 21:45:55
20.79,12.36,35.85,'2021/12/8 21:45:56
20.8,12.39,35.49,'2021/12/8 21:45:57
20.76,12.36,35.63,'2021/12/8 21:45:58
20.76,12.36,35.55,'2021/12/8 21:45:59
20.76,12.4,35.49,'2021/12/8 21:46:00
20.76,12.33,35.62,'2021/12/8 21:46:01
20.76,12.36,35.53,'2021/12/8 21:46:02
20.79,12.33,35.28,'2021/12/8 21:46:03
20.76,12.36,35.63,'2021/12/8 21:46:04
20.76,12.36,35.24,'2021/12/8 21:46:05
20.76,12.36,35.68,'2021/12/8 21:46:06
20.78,12.36,35.68,'2021/12/8 21:46:07
20.8,12.37,35.4,'2021/12/8 21:46:08
20.8,12.38,35.57,'2021/12/8 21:46:09
20.8,12.35,35.46,'2021/12/8 21:46:10
20.8,12.39,35.57,'2021/12/8 21:46:11
20.8,12.33,35.85,'2021/12/8 21:46:12
20.78,12.4,35.46,'2021/12/8 21:46:13
20.76,12.36,35.31,'2021/12/8 21:46:14
20.76,12.34,35.49,'2021/12/8 21:46:15
20.76,12.4,35.89,'2021/12/8 21:46:16
20.79,12.36,35.68,'2021/12/8 21:46:17
20.78,12.36,35.63,'2021/12/8 21:46:18
20.76,12.36,35.53,'2021/12/8 21:46:19
20.76,12.36,35.46,'2021/12/8 21:46:20
20.76,12.33,35.79,'2021/12/8 21:46:21
20.76,12.36,35.53,'2021/12/8 21:46:22
20.76,12.36,35.54,'2021/12/8 21:46:23
20.76,12.36,35.6,'2021/12/8 21:46:24
20.8,12.36,35.61,'2021/12/8 21:46:25
20.8,12.33,35.63,'2021/12/8 21:46:26
20.76,12.36,35.63,'2021/12/8 21:46:27
20.8,12.36,35.24,'2021/12/8 21:46:28
20.8,12.35,35.63,'2021/12/8 21:46:29
20.73,12.33,35.61,'2021/12/8 21:46:30
20.8,12.34,35.46,'2021/12/8 21:46:31
20.76,12.33,35.71,'2021/12/8 21:46:32
20.8,12.36,35.61,'2021/12/8 21:46:33
20.76,12.36,35.41,'2021/12/8 21:46:34
20.8,12.36,35.3,'2021/12/8 21:46:35
20.8,12.36,35.57,'2021/12/8 21:46:36
20.8,12.4,35.5,'2021/12/8 21:46:37
20.76,12.4,35.59,'2021/12/8 21:46:38
20.78,12.36,35.38,'2021/12/8 21:46:39
20.76,12.33,35.55,'2021/12/8 21:46:40
20.76,12.4,35.63,'2021/12/8 21:46:41
20.76,12.35,35.31,'2021/12/8 21:46:42
20.76,12.36,35.49,'2021/12/8 21:46:43
20.8,12.36,35.77,'2021/12/8 21:46:44
20.77,12.36,35.63,'2021/12/8 21:46:45
20.8,12.36,35.68,'2021/12/8 21:46:46
20.76,12.36,35.72,'2021/12/8 21:46:47
20.76,12.3,35.63,'2021/12/8 21:46:48
20.8,12.36,35.31,'2021/12/8 21:46:49
20.73,12.36,35.44,'2021/12/8 21:46:51
20.8,12.33,35.85,'2021/12/8 21:46:52
20.76,12.36,35.8,'2021/12/8 21:46:53
20.76,12.36,35.63,'2021/12/8 21:46:54
20.76,12.36,35.4,'2021/12/8 21:46:55
20.76,12.33,35.63,'2021/12/8 21:46:56
20.75,12.33,35.61,'2021/12/8 21:46:57
20.8,12.36,35.63,'2021/12/8 21:46:58
20.76,12.36,35.65,'2021/12/8 21:46:59
20.76,12.36,35.85,'2021/12/8 21:47:00
20.76,12.36,35.58,'2021/12/8 21:47:01
20.76,12.37,35.79,'2021/12/8 21:47:02
20.73,12.33,35.58,'2021/12/8 21:47:03
20.76,12.36,35.85,'2021/12/8 21:47:04
20.76,12.33,35.63,'2021/12/8 21:47:05
20.76,12.36,35.4,'2021/12/8 21:47:06
20.8,12.36,35.4,'2021/12/8 21:47:07
20.73,12.4,35.65,'2021/12/8 21:47:08
20.76,12.4,35.33,'2021/12/8 21:47:09
20.76,12.36,35.63,'2021/12/8 21:47:10
20.76,12.4,35.44,'2021/12/8 21:47:11
20.76,12.36,35.43,'2021/12/8 21:47:12
20.73,12.36,35.93,'2021/12/8 21:47:13
20.76,12.33,36.02,'2021/12/8 21:47:14
20.76,12.33,35.63,'2021/12/8 21:47:15
20.76,12.36,35.85,'2021/12/8 21:47:16
20.76,12.33,35.4,'2021/12/8 21:47:17
20.79,12.34,35.4,'2021/12/8 21:47:18
20.76,12.36,35.36,'2021/12/8 21:47:19
20.76,12.36,35.63,'2021/12/8 21:47:20
20.76,12.4,35.63,'2021/12/8 21:47:21
20.76,12.36,35.68,'2021/12/8 21:47:22
20.76,12.33,35.85,'2021/12/8 21:47:23
20.77,12.35,35.56,'2021/12/8 21:47:24
20.74,12.36,35.44,'2021/12/8 21:47:25
20.76,12.36,35.76,'2021/12/8 21:47:26
20.76,12.36,35.63,'2021/12/8 21:47:27
20.8,12.36,35.46,'2021/12/8 21:47:28
20.76,12.36,35.79,'2021/12/8 21:47:29
20.77,12.33,35.82,'2021/12/8 21:47:30
20.8,12.36,35.63,'2021/12/8 21:47:31
20.76,12.36,35.63,'2021/12/8 21:47:32
20.73,12.36,35.4,'2021/12/8 21:47:33
20.8,12.4,35.4,'2021/12/8 21:47:34
20.76,12.36,35.56,'2021/12/8 21:47:35
20.76,12.33,35.76,'2021/12/8 21:47:36
20.76,12.33,35.53,'2021/12/8 21:47:37
20.8,12.36,35.63,'2021/12/8 21:47:38
20.76,12.36,35.63,'2021/12/8 21:47:39
20.76,12.36,35.54,'2021/12/8 21:47:40
20.76,12.36,35.46,'2021/12/8 21:47:41
20.76,12.37,35.46,'2021/12/8 21:47:42
20.76,12.36,35.4,'2021/12/8 21:47:43
20.76,12.36,35.63,'2021/12/8 21:47:44
20.8,12.36,35.42,'2021/12/8 21:47:45
20.79,12.36,35.63,'2021/12/8 21:47:46
20.8,12.36,35.53,'2021/12/8 21:47:47
20.8,12.36,35.63,'2021/12/8 21:47:48
20.76,12.36,35.54,'2021/12/8 21:47:49
20.8,12.4,35.62,'2021/12/8 21:47:50
20.8,12.36,35.63,'2021/12/8 21:47:51
20.8,12.36,35.46,'2021/12/8 21:47:52
20.76,12.36,35.63,'2021/12/8 21:47:53
20.78,12.33,35.5,'2021/12/8 21:47:54
20.8,12.4,35.6,'2021/12/8 21:47:55
20.76,12.33,35.46,'2021/12/8 21:47:56
20.78,12.33,35.85,'2021/12/8 21:47:57
20.76,12.36,35.63,'2021/12/8 21:47:58
20.8,12.36,35.4,'2021/12/8 21:47:59
20.8,12.35,35.55,'2021/12/8 21:48:00
20.76,12.4,35.46,'2021/12/8 21:48:01
20.8,12.36,35.53,'2021/12/8 21:48:07
20.73,12.36,35.65,'2021/12/8 21:48:07
20.77,12.4,35.57,'2021/12/8 21:48:08
20.76,12.34,35.46,'2021/12/8 21:48:08
20.8,12.36,35.36,'2021/12/8 21:48:08
20.76,12.36,35.46,'2021/12/8 21:48:08
20.8,12.36,35.48,'2021/12/8 21:48:09
20.74,12.36,35.85,'2021/12/8 21:48:09
20.8,12.4,35.5,'2021/12/8 21:48:10
20.76,12.33,35.46,'2021/12/8 21:48:11
20.8,12.39,35.46,'2021/12/8 21:48:12
20.77,12.4,35.79,'2021/12/8 21:48:13
20.76,12.37,35.53,'2021/12/8 21:48:14
20.8,12.33,35.46,'2021/12/8 21:48:15
20.8,12.36,35.46,'2021/12/8 21:48:16
20.76,12.36,35.53,'2021/12/8 21:48:17
20.8,12.4,35.09,'2021/12/8 21:48:18
20.8,12.36,35.68,'2021/12/8 21:48:19
20.8,12.36,35.72,'2021/12/8 21:48:20
20.76,12.36,35.33,'2021/12/8 21:48:21
20.8,12.39,35.47,'2021/12/8 21:48:22
20.76,12.36,35.4,'2021/12/8 21:48:23
20.76,12.36,35.63,'2021/12/8 21:48:24
20.76,12.36,35.63,'2021/12/8 21:48:30
20.8,12.36,35.55,'2021/12/8 21:48:31
20.8,12.36,35.54,'2021/12/8 21:48:31
20.76,12.35,35.59,'2021/12/8 21:48:31
20.8,12.36,35.24,'2021/12/8 21:48:31
20.76,12.36,35.24,'2021/12/8 21:48:32
20.76,12.36,35.46,'2021/12/8 21:48:32
20.78,12.33,35.27,'2021/12/8 21:48:33
20.83,12.4,35.46,'2021/12/8 21:48:34
20.8,12.34,35.27,'2021/12/8 21:48:35
20.8,12.36,35.46,'2021/12/8 21:48:36
20.8,12.36,35.46,'2021/12/8 21:48:37
20.8,12.36,35.43,'2021/12/8 21:48:38
20.8,12.36,35.38,'2021/12/8 21:48:39
20.8,12.36,35.4,'2021/12/8 21:48:40
20.8,12.36,35.53,'2021/12/8 21:48:41
20.76,12.34,35.46,'2021/12/8 21:48:42
20.8,12.35,35.66,'2021/12/8 21:48:43
20.8,12.36,35.24,'2021/12/8 21:48:44
20.8,12.36,35.46,'2021/12/8 21:48:45
20.8,12.36,35.46,'2021/12/8 21:48:46
20.8,12.36,35.46,'2021/12/8 21:48:47
20.76,12.4,35.46,'2021/12/8 21:48:53
20.8,12.36,35.63,'2021/12/8 21:48:53
20.8,12.36,35.46,'2021/12/8 21:48:53
20.8,12.36,35.85,'2021/12/8 21:48:53
20.76,12.35,35.46,'2021/12/8 21:48:54
20.8,12.33,35.57,'2021/12/8 21:48:54
20.76,12.36,35.21,'2021/12/8 21:48:54
20.83,12.4,35.46,'2021/12/8 21:48:55
20.8,12.36,35.46,'2021/12/8 21:48:56
20.8,12.36,35.46,'2021/12/8 21:48:57
20.8,12.36,35.76,'2021/12/8 21:48:58
20.8,12.36,35.46,'2021/12/8 21:48:59
20.8,12.33,35.41,'2021/12/8 21:49:00
20.76,12.36,35.31,'2021/12/8 21:49:01
20.83,12.36,35.46,'2021/12/8 21:49:02
20.8,12.33,35.24,'2021/12/8 21:49:03
20.8,12.36,35.46,'2021/12/8 21:49:04
20.8,12.36,35.24,'2021/12/8 21:49:05
20.8,12.36,35.56,'2021/12/8 21:49:06
20.8,12.36,35.63,'2021/12/8 21:49:07
20.8,12.36,35.53,'2021/12/8 21:49:08
20.82,12.33,35.3,'2021/12/8 21:49:09
20.77,12.36,35.38,'2021/12/8 21:49:10
20.8,12.36,35.46,'2021/12/8 21:49:11
20.78,12.35,35.46,'2021/12/8 21:49:12
20.8,12.36,35.46,'2021/12/8 21:49:13
20.76,12.39,35.24,'2021/12/8 21:49:14
20.83,12.36,35.46,'2021/12/8 21:49:15
20.8,12.36,35.6,'2021/12/8 21:49:16
20.8,12.37,35.53,'2021/12/8 21:49:17
20.76,12.36,35.63,'2021/12/8 21:49:18
20.8,12.38,35.46,'2021/12/8 21:49:19
20.8,12.33,35.24,'2021/12/8 21:49:20
20.76,12.33,35.46,'2021/12/8 21:49:21
20.76,12.38,35.5,'2021/12/8 21:49:22
20.8,12.36,35.2,'2021/12/8 21:49:23
20.8,12.36,35.63,'2021/12/8 21:49:24
20.76,12.36,35.32,'2021/12/8 21:49:25
20.76,12.33,35.46,'2021/12/8 21:49:26
20.8,12.36,35.61,'2021/12/8 21:49:27
20.76,12.36,35.24,'2021/12/8 21:49:28
20.8,12.34,35.35,'2021/12/8 21:49:29
20.76,12.36,35.63,'2021/12/8 21:49:30
20.76,12.33,35.63,'2021/12/8 21:49:31
20.8,12.36,35.63,'2021/12/8 21:49:32
20.76,12.36,35.4,'2021/12/8 21:49:33
20.76,12.36,35.56,'2021/12/8 21:49:34
20.78,12.39,35.63,'2021/12/8 21:49:35
20.8,12.4,35.63,'2021/12/8 21:49:36
20.76,12.36,35.4,'2021/12/8 21:49:37
20.76,12.36,35.63,'2021/12/8 21:49:38
20.76,12.33,35.61,'2021/12/8 21:49:39
20.73,12.36,35.46,'2021/12/8 21:49:40
20.76,12.33,35.63,'2021/12/8 21:49:41
20.8,12.36,35.74,'2021/12/8 21:49:42
20.83,12.33,35.59,'2021/12/8 21:49:43
20.77,12.36,35.3,'2021/12/8 21:49:44
20.77,12.36,35.58,'2021/12/8 21:49:45
20.76,12.33,35.48,'2021/12/8 21:49:46
20.8,12.4,35.46,'2021/12/8 21:49:47
20.76,12.33,35.63,'2021/12/8 21:49:48
20.8,12.33,35.46,'2021/12/8 21:49:49
20.76,12.36,35.52,'2021/12/8 21:49:50
20.8,12.36,35.75,'2021/12/8 21:49:51
20.76,12.33,35.63,'2021/12/8 21:49:52
20.8,12.33,35.24,'2021/12/8 21:49:53
20.8,12.36,35.79,'2021/12/8 21:49:54
20.8,12.33,35.4,'2021/12/8 21:49:55
20.76,12.33,35.4,'2021/12/8 21:49:56
20.76,12.36,35.63,'2021/12/8 21:49:57
20.76,12.33,35.63,'2021/12/8 21:49:58
20.76,12.36,35.62,'2021/12/8 21:49:59
20.73,12.36,35.63,'2021/12/8 21:50:00
20.76,12.36,35.63,'2021/12/8 21:50:01
20.73,12.33,35.52,'2021/12/8 21:50:02
20.73,12.33,35.24,'2021/12/8 21:50:03
20.76,12.36,35.63,'2021/12/8 21:50:04
20.8,12.36,35.85,'2021/12/8 21:50:05
20.73,12.36,35.4,'2021/12/8 21:50:06
20.79,12.36,35.41,'2021/12/8 21:50:07
20.76,12.33,35.63,'2021/12/8 21:50:08
20.76,12.33,35.4,'2021/12/8 21:50:09
20.73,12.33,35.57,'2021/12/8 21:50:10
20.73,12.33,35.71,'2021/12/8 21:50:11
20.78,12.33,35.42,'2021/12/8 21:50:12
20.73,12.33,35.4,'2021/12/8 21:50:13
20.76,12.36,35.37,'2021/12/8 21:50:14
20.76,12.33,35.89,'2021/12/8 21:50:15
20.76,12.33,35.79,'2021/12/8 21:50:17
20.76,12.35,35.67,'2021/12/8 21:50:18
20.73,12.33,35.79,'2021/12/8 21:50:19
20.76,12.36,35.48,'2021/12/8 21:50:20
20.74,12.33,35.79,'2021/12/8 21:50:21
20.73,12.37,35.67,'2021/12/8 21:50:22
20.73,12.33,35.76,'2021/12/8 21:50:23
20.73,12.33,35.35,'2021/12/8 21:50:24
20.73,12.33,35.79,'2021/12/8 21:50:25
20.73,12.36,35.48,'2021/12/8 21:50:26
20.73,12.33,35.46,'2021/12/8 21:50:27
20.76,12.33,35.46,'2021/12/8 21:50:28
20.73,12.35,35.51,'2021/12/8 21:50:29
20.76,12.36,35.57,'2021/12/8 21:50:30
20.76,12.33,35.63,'2021/12/8 21:50:31
20.73,12.36,35.57,'2021/12/8 21:50:32
20.76,12.36,35.57,'2021/12/8 21:50:33
20.76,12.36,35.67,'2021/12/8 21:50:34
20.76,12.33,35.51,'2021/12/8 21:50:35
20.76,12.33,35.44,'2021/12/8 21:50:36
20.76,12.3,35.63,'2021/12/8 21:50:37
20.73,12.3,35.54,'2021/12/8 21:50:43
20.76,12.36,35.79,'2021/12/8 21:50:43
20.76,12.33,35.63,'2021/12/8 21:50:43
20.76,12.36,35.72,'2021/12/8 21:50:43
20.76,12.33,35.57,'2021/12/8 21:50:44
20.73,12.33,35.63,'2021/12/8 21:50:44
20.73,12.33,35.45,'2021/12/8 21:50:44
20.73,12.33,35.72,'2021/12/8 21:50:50
20.73,12.33,35.4,'2021/12/8 21:50:50
20.73,12.36,35.63,'2021/12/8 21:50:50
20.76,12.36,35.4,'2021/12/8 21:50:51
20.73,12.36,35.79,'2021/12/8 21:50:51
20.76,12.33,35.57,'2021/12/8 21:50:51
20.73,12.3,35.75,'2021/12/8 21:50:51
